kw_id,keyword,translation,detected_on,url,test_regime,retest_count,is_curr_blocked,is_group_chat
5407,受到+中共+死亡+病毒,Received + CCP + Death + Virus,2020-04-20 16:45:11,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_6670bc90921d_2020-04-19_2247504307_Fmqp9dEgkt.y.tar.gz,allmerged,0,1,1
5406,日本+中共+确诊+病毒,Japan + CCP + diagnosis + virus,2020-04-20 16:23:21,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_6670bc90921d_2020-04-19_2247504307_Fmqp9dEgkt.y.tar.gz,allmerged,1,1,1
5405,习近平+新高地,Xi Jinping + New Heights,2020-04-20 16:02:31,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_e7b55fd153c0_2020-04-19_2652377991_jRkit4flKp.y.tar.gz,allmerged,0,1,0
5404,习近平+新高地,Xi Jinping + New Heights,2020-04-20 16:01:32,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_e7b55fd153c0_2020-04-19_2652377991_jRkit4flKp.y.tar.gz,allmerged,0,1,1
5403,首都+来源于+病毒+北京,Capital + Origin + Virus + Beijing,2020-04-20 15:28:13,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_b7047f0cbe74_2020-04-19_2653201712_ngMIasGjHi.y.tar.gz,allmerged,0,1,1
5402,高达+林郑月娥+积存多年+保就业,Gundam + Lin Zheng Yue'e + accumulation for many years + job security,2020-04-20 15:04:15,http://www.xinhuanet.com/gangao/2020-04/18/c_1125874988.htm,allmerged,0,1,1
5401,主席+基本法+中联办+立法会,Chairman + Basic Law + Liaison Office + Legislative Council,2020-04-20 14:37:09,http://www.chinanews.com/ga/2020/04-19/9161158.shtml,allmerged,0,1,1
5400,大政方针+两面人+孙力军+不知敬畏,Great policy + two-faced person + Sun Lijun + I do not know awe,2020-04-20 14:14:14,https://www.sohu.com/a/389381570_114988?spm=smpc.news-home.top-news3.2.1587313353597g5DxtCV,allmerged,0,1,1
5399,公安部+决不允许+守纪律+孙力军,Ministry of Public Security + Never Allowed + Discipline + Sun Lijun,2020-04-20 13:40:05,https://www.sohu.com/a/389381570_114988?spm=smpc.news-home.top-news3.2.1587313353597g5DxtCV,allmerged,1,1,1
5398,公安部+孙力军+涉嫌严重违纪违法+周永康,Ministry of Public Security + Sun Lijun + Suspected Violation of Discipline and Law + Zhou Yongkang,2020-04-20 13:17:04,https://www.sohu.com/a/389381570_114988?spm=smpc.news-home.top-news3.2.1587313353597g5DxtCV,allmerged,1,1,1
5397,习书记+清理,Xi Secretary + Cleanup,2020-04-20 12:18:13,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_a40ec5f3ac7a_2020-04-18_2650088267_GkOPjABius.y.tar.gz,allmerged,0,1,1
5396,预计+中共+预期+综合,Expected + CCP + Expected + Comprehensive,2020-04-20 11:53:34,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_2424e6d48203_2020-04-18_2247616641_6odTgXIQPB.y.tar.gz,allmerged,0,1,1
5395,开会+秦皇岛+常委,Meeting + Qinhuangdao + Standing Committee,2020-04-20 11:30:47,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_2424e6d48203_2020-04-18_2247616641_6odTgXIQPB.y.tar.gz,allmerged,0,1,0
5394,开会+秦皇岛+常委,Meeting + Qinhuangdao + Standing Committee,2020-04-20 11:29:45,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_2424e6d48203_2020-04-18_2247616641_6odTgXIQPB.y.tar.gz,allmerged,1,1,1
5393,警方+檢察院+物資配送+批准逮捕,Police + Procuratorate + Material Distribution + Approved Arrest,2020-04-20 11:07:16,https://hk.on.cc/hk/bkn/cnt/cnnews/20200419/bkn-20200419120819917-0419_00952_001.html?refer=hn1,allmerged,0,1,1
5392,當局+疾病控制+大陸+病毒,Authorities + disease control + mainland + virus,2020-04-20 10:44:55,https://hk.on.cc/hk/bkn/cnt/cnnews/20200419/bkn-20200419104450571-0419_00952_001.html?refer=hn1,allmerged,0,1,1
5391,病毒+不到位+中央+政策,Virus + Not in place + Central + Policy,2020-04-20 10:22:14,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_57d7d1141e6e_2020-04-18_2660809178_x9bjeH5Bto.y.tar.gz,allmerged,0,1,1
5390,有利于+确诊病例+病毒+生命,Beneficial + confirmed cases + virus + life,2020-04-20 9:37:05,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_9dc0e48d383a_2020-04-18_2657014739_SXtxNjzW5i.y.tar.gz,allmerged,0,1,1
5389,习近平+中共+进一步+病毒,Xi Jinping + CCP + Further + Virus,2020-04-20 9:02:23,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_b6899e873133_2020-04-18_2651845472_2Nas9QvTpg.y.tar.gz,allmerged,0,1,1
5388,宣传部+中共+分析+形势,Propaganda Department + CCP + Analysis + Situation,2020-04-20 8:38:54,http://www.cnr.cn/2013qcpd/gdzx/20200416/t20200416_525055721.shtml,allmerged,0,1,1
5387,经济增长+预期+全面建成小康社会+脱贫,Economic growth + anticipation + comprehensive construction of a well-off society + poverty alleviation,2020-04-20 7:50:41,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_a4a87df43a4c_2020-04-18_2655196918_Ol2iUASYWu.y.tar.gz,allmerged,0,1,1
5386,习近平+肆意妄为,Xi Jinping + wanton,2020-04-20 7:11:59,http://www.sohu.com/a/389380020_260616?g=0&spm=smpc.news-home.pol-news.2.1587313353597g5DxtCV,allmerged,0,1,0
5385,习近平+肆意妄为,Xi Jinping + wanton,2020-04-20 7:10:57,http://www.sohu.com/a/389380020_260616?g=0&spm=smpc.news-home.pol-news.2.1587313353597g5DxtCV,allmerged,1,1,1
5384,讲规矩+守纪律+全面从严治党+孙力军,Speaking of rules + discipline + comprehensive strict governance of the party + Sun Lijun,2020-04-20 6:56:29,http://www.sohu.com/a/389380020_260616?g=0&spm=smpc.news-home.pol-news.2.1587313353597g5DxtCV,allmerged,2,1,1
5383,孙力军+习总,Sun Lijun + President Xi,2020-04-20 6:14:37,http://www.sohu.com/a/389380020_260616?g=0&spm=smpc.news-home.pol-news.2.1587313353597g5DxtCV,allmerged,2,1,1
5382,无症状+确诊病例+医学观察+封闭式管理,Asymptomatic + confirmed cases + medical observation + closed management,2020-04-20 5:56:11,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_9352cb95ad49_2020-04-18_2926683786_0lo6PEbgsX.y.tar.gz,allmerged,0,1,1
5381,错觉+谴责+某些人的个人意志+荒谬,Illusion + condemnation + personal will of some people + absurdity,2020-04-20 5:27:14,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_728dda09b5fa_2020-04-18_2247487893_A1M53drXCB.y.tar.gz,allmerged,0,1,1
5380,新冠病毒+泄漏+武汉实验室,New Crown Virus + Leakage + Wuhan Laboratory,2020-04-20 5:06:12,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_728dda09b5fa_2020-04-18_2247487893_A1M53drXCB.y.tar.gz,allmerged,0,1,1
5379,总会+大白于天下+病毒+比如说,There will always be + big in the world + virus + for example,2020-04-20 4:45:15,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_728dda09b5fa_2020-04-18_2247487893_A1M53drXCB.y.tar.gz,allmerged,1,1,1
5378,规定+确诊病例+官员+病毒,Regulations + confirmed cases + officials + viruses,2020-04-20 4:19:07,http://news.cnr.cn/native/gd/20200419/t20200419_525059121.shtml,allmerged,0,1,1
5377,法案+主席+病毒+對香港,Bill + Chairman + Virus + Against Hong Kong,2020-04-20 3:52:52,https://news.rthk.hk/rthk/ch/component/k2/1521436-20200419.htm,allmerged,0,1,1
5376,中共+法案+主席+參議院,CCP + Bill + Chairman + Senate,2020-04-20 3:33:41,https://news.rthk.hk/rthk/ch/component/k2/1521436-20200419.htm,allmerged,1,1,1
5375,官員+法案+李文亮+提出,Official + Bill + Li Wenliang + Propose,2020-04-20 3:12:20,https://hk.on.cc/hk/bkn/cnt/cnnews/20200419/bkn-20200419140637048-0419_00952_001.html?refer=hn1,allmerged,0,1,1
5374,在美国+确诊病例+暴力+病毒,In the United States + confirmed cases + violence + virus,2020-04-20 2:49:42,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_a4a87df43a4c_2020-04-18_2655196800_XUxS0qDloG.y.tar.gz,allmerged,0,1,1
5373,安然度过+不想死+病毒+感到恐惧,Enron spent + Don't want to die + Virus + Fear,2020-04-20 2:18:58,http://www.chinanews.com/gj/2020/04-19/9161299.shtml,allmerged,0,1,1
5372,确诊病例+美国总统+特朗普+病毒,Confirmed cases + US President + Trump + virus,2020-04-20 1:52:28,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_afce72ae9715_2020-04-18_2247499007_fPu4o0MvBg.y.tar.gz,allmerged,0,1,1
5371,疫情+中共+孤儿+民政部,Epidemic + CCP + Orphan + Ministry of Civil Affairs,2020-04-20 1:19:36,http://finance.china.com.cn/news/20200419/5252949.shtml,allmerged,0,1,1
5370,撒+非洲+600亿,Spread + Africa + 60 billion,2020-04-20 0:50:28,http://cppcc.china.com.cn/2020-04/16/content_75940936.htm,allmerged,0,1,0
5369,撒+非洲+600亿,Spread + Africa + 60 billion,2020-04-20 0:49:28,http://cppcc.china.com.cn/2020-04/16/content_75940936.htm,allmerged,0,1,1
5368,贫困+习主席+鼓吹,Poverty + Chairman Xi + Advocate,2020-04-20 0:32:43,http://cn.chinadaily.com.cn/a/202004/18/WS5e9a561fa310c00b73c77f73.html,allmerged,0,1,1
5367,人道主义灾难+习主席,Humanitarian Disaster + Chairman Xi,2020-04-20 0:14:15,http://cn.chinadaily.com.cn/a/202004/18/WS5e9a561fa310c00b73c77f73.html,allmerged,0,1,0
5366,人道主义灾难+习主席,Humanitarian Disaster + Chairman Xi,2020-04-20 0:13:14,http://cn.chinadaily.com.cn/a/202004/18/WS5e9a561fa310c00b73c77f73.html,allmerged,1,1,1
5365,分析+病毒传播+都没有+北京,Analysis + virus spread + none + Beijing,2020-04-19 23:46:04,http://www.sohu.com/a/389376028_161795?spm=smpc.news-home.pol-subject-pics.3.1587313353597g5DxtCV,allmerged,0,1,1
5364,确诊病例+中共+普京+俄罗斯,Confirmed cases + CCP + Putin + Russia,2020-04-19 23:22:29,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_6651e07e4b2d_2020-04-18_2649516057_0os1xSJKXq.y.tar.gz,allmerged,0,1,1
5363,香港+中英+民主派人士+北京,Hong Kong + China + Britain + Democrats + Beijing,2020-04-19 22:50:48,https://www.passiontimes.hk/article/04-19-2020/61943,allmerged,0,1,1
5362,反中亂港分子+蓬佩奧+醜惡行徑,Anti-chaotic Hong Kong elements + Pompeo + ugly acts,2020-04-19 22:28:36,https://www.passiontimes.hk/article/04-19-2020/61943,allmerged,1,1,1
5361,警方+國政+政治+北京,Police + State Affairs + Politics + Beijing,2020-04-19 22:11:24,https://www.passiontimes.hk/article/04-19-2020/61943,allmerged,1,1,1
5360,恐惧+庆丰,Fear + Qingfeng,2020-04-19 21:35:46,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_6d397d8a037d_2020-04-18_2650753812_1n70aegls0.y.tar.gz,allmerged,0,1,1
5359,庆丰+强推,Qingfeng + strong push,2020-04-19 21:20:33,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_6d397d8a037d_2020-04-18_2650753812_1n70aegls0.y.tar.gz,allmerged,1,1,1
5358,修正+特朗普+病例死亡+病毒,Fix + Trump + case death + virus,2020-04-19 20:56:40,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_2837b93c1976_2020-04-18_2653943656_L4MuHBYGX1.y.tar.gz,allmerged,0,1,1
5357,疯狂且反社会+特朗普+收治能力,Crazy and anti-social + Trump + admission capacity,2020-04-19 20:23:35,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_4226ad5d721f_2020-04-18_2651201811_86e9i15yEn.y.tar.gz,allmerged,0,1,1
5356,入京+士兵+现在,Enter Beijing + Soldier + Now,2020-04-19 19:56:34,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_b8e851bb117a_2020-04-18_2651711857_DAgoaw08Eq.y.tar.gz,allmerged,0,1,1
5355,联合国+有关+向世卫+外交部,UN + related + Xiang WHO + Ministry of Foreign Affairs,2020-04-19 19:32:20,http://www.chinanews.com/gj/2020/04-19/9161671.shtml,allmerged,0,1,1
5354,肺炎+刁+亲自,Pneumonia + Diao + Personally,2020-04-19 19:08:02,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_4c87bae15e04_2020-04-18_2457487430_L1Okb6VQHM.y.tar.gz,allmerged,0,1,1
5353,直播+王健+郭,Live + Wang Jian + Guo,2020-04-19 18:01:31,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=wxid_3680566800612_2020-04-18_2653500955_Ivk4xWDitG.y.tar.gz,allmerged,0,1,1
5352,中共+确诊病例+研究+向世界,CCP + confirmed cases + research + to the world,2020-04-19 17:44:04,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_f0f4b7f5abc1_2020-04-18_2659723991_fzXm5AN3gL.y.tar.gz,allmerged,0,1,1
5351,任总+言论自由,President Ren + Freedom of Speech,2020-04-19 17:19:02,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_54e20425f3cb_2020-04-18_2247520911_A52N496aUq.y.tar.gz,allmerged,0,1,1
5350,上街+政府+病毒+香港,Street + Government + Virus + Hong Kong,2020-04-19 17:03:41,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_e8aa370715f5_2020-04-18_2650237559_WGgxFb01ME.y.tar.gz,allmerged,0,1,1
5349,修正+意味着+确诊病例+病毒,Fix + means + confirmed case + virus,2020-04-19 16:34:34,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=caixinwang_2020-04-18_2650138995_LTx9P1DWJY.y.tar.gz,allmerged,0,1,1
5348,得不到+治疗+制度+现象,Can't get + treatment + system + phenomenon,2020-04-19 15:51:17,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_e525ae7f03af_2020-04-18_2247522297_YqJeAx8b3p.y.tar.gz,allmerged,0,1,1
5347,习近平+妖魔化,Xi Jinping + demonization,2020-04-19 15:28:24,http://www.chinanews.com/gj/2020/04-19/9161636.shtml,allmerged,0,1,0
5346,习近平+妖魔化,Xi Jinping + demonization,2020-04-19 15:27:23,http://www.chinanews.com/gj/2020/04-19/9161636.shtml,allmerged,0,1,1
5345,习近平+警惕中国,Xi Jinping + be wary of China,2020-04-19 15:14:30,http://www.chinanews.com/gj/2020/04-19/9161636.shtml,allmerged,0,1,0
5344,习近平+警惕中国,Xi Jinping + be wary of China,2020-04-19 15:13:27,http://www.chinanews.com/gj/2020/04-19/9161636.shtml,allmerged,1,1,1
5343,秘密发展+全印+诉状+中国赔偿+生物武器,Secret Development + All India + Complaint + China Compensation + Biological Weapons,2020-04-19 14:27:05,http://www.chinanews.com/gj/2020/04-19/9161636.shtml,allmerged,2,1,1
5342,相信+英文+特朗普+政治,Believe + English + Trump + Politics,2020-04-19 13:55:49,http://www.chinanews.com/gj/2020/04-19/9161636.shtml,allmerged,0,1,1
5341,偏袒中国+世卫组织+隐瞒疫情+特朗普,Favored China + WHO + conceal the epidemic + Trump,2020-04-19 13:32:20,http://www.chinanews.com/gj/2020/04-19/9161636.shtml,allmerged,1,1,1
5340,翻墙+皇帝,Over the wall + emperor,2020-04-19 13:06:47,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_80330ed4178a_2020-04-18_2651654453_DmAx7ZTeHc.y.tar.gz,allmerged,0,1,1
5339,联合国+国际合作+特朗普+病毒,United Nations + International Cooperation + Trump + Virus,2020-04-19 12:51:44,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_80330ed4178a_2020-04-18_2651654367_ueSBQA06Ny.y.tar.gz,allmerged,1,1,1
5338,陆路口岸+中国公民,Land port + Chinese citizen,2020-04-19 12:16:02,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_2837b93c1976_2020-04-18_2653943632_hENA3QBezC.y.tar.gz,allmerged,0,1,1
5337,大陆+解放军+军力+航母编队,Mainland + PLA + Military Force + Aircraft Carrier Formation,2020-04-19 11:52:55,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_c225404568b3_2020-04-17_2247501817_dF00I5UAiY.y.tar.gz,allmerged,0,1,1
5336,解放军+战备+在台湾+航母编队,PLA + combat readiness + in Taiwan + aircraft carrier formation,2020-04-19 10:56:34,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_c225404568b3_2020-04-17_2247501817_dF00I5UAiY.y.tar.gz,allmerged,0,1,1
5335,丁允恭+防疫+责任与目标+辽宁号,Ding Yungong + Epidemic Prevention + Responsibility and Goal + Liaoning,2020-04-19 10:33:54,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_c225404568b3_2020-04-17_2247501817_dF00I5UAiY.y.tar.gz,allmerged,1,1,1
5334,统一+国民党+台独+马英九,Unity + KMT + Taiwan Independence + Ma Yingjiu,2020-04-19 10:09:01,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_c13ccd7036e4_2020-04-17_2247514272_WkUQJgE7NI.y.tar.gz,allmerged,0,1,1
5333,政治化+形象+冠状病毒,Politicization + image + coronavirus,2020-04-19 9:34:13,http://www.chinanews.com/hr/2020/04-17/9160494.shtml,allmerged,0,1,1
5332,感恩+政府+主席+生命,Thanksgiving + government + chairman + life,2020-04-19 9:16:35,http://www.chinanews.com/hr/2020/04-17/9160494.shtml,allmerged,1,1,1
5331,建制派+民主派+權力+主席,Formed faction + democratic faction + power + chairman,2020-04-19 8:51:24,http://www.takungpao.com.hk/news/232109/2020/0418/438587.html,allmerged,0,1,1
5330,召见+哈萨克斯坦+外交部+回归中国,Summon + Kazakhstan + Ministry of Foreign Affairs + Return to China,2020-04-19 8:26:47,http://wechatscope.jmsc.hku.hk:8000/html_undocumented?fn=gh_2424e6d48203_2020-04-17_2247616596_jv9iM12se5.y.tar.gz,allmerged,0,1,1
